,red,green,blue
69,"[array([    0. , 29343. ,     0. , 10567. ,  9564. ,     0. ,  9641. ,
           0. , 14555. ,     0. ,     0. ,  9256. ,  9398. ,     0. ,
        8784.5,     0. ,     0. ,  8980. ,  8762. ,     0. , 10825. ,
           0. ,     0. ,  8199. ,  9372.5,     0. , 31853. ,  7953. ,
           0. ,  8821.5,  9267. ,     0. ,  8543. ,     0. , 11309. ,
       28818. ,     0. , 10628. ,  9908. , 21775. ,     0. , 12588. ,
       12363. ,     0. , 10614. ,     0. , 10736. ,  9933. ])]","[array([    0. , 29969. ,     0. , 10299. ,  9535. ,     0. ,  9773. ,
           0. , 14133. ,     0. ,     0. ,  9457. , 10026. ,     0. ,
        9450. ,     0. ,     0. ,  9878. ,  9864. ,     0. , 12044. ,
           0. ,     0. ,  9070. , 10569. ,     0. , 32484. ,  8855. ,
           0. ,  9537. , 10176. ,     0. ,  9251. ,     0. , 12275. ,
       28844.5,     0. , 11157. , 10372.5, 22008.5,     0. , 12237.5,
       12303.5,     0. , 10563. ,     0. , 10716. , 10110. ])]","[array([    0. , 31751.5,     0. ,  9182. ,  8573. ,     0. ,  8647. ,
           0. , 11906. ,     0. ,     0. ,  8383. ,  8526. ,     0. ,
        8380. ,     0. ,     0. ,  8599. ,  8381. ,     0. ,  9489. ,
           0. ,     0. ,  8095. ,  8781. ,     0. , 33846. ,  7206. ,
           0. ,  8444. ,  8608. ,     0. ,  8117. ,     0. ,  9806.5,
       29320.5,     0. ,  9142. ,  8871. , 22418. ,     0. , 10391. ,
       10705.5,     0. ,  9075. ,     0. ,  9154. ,  8680. ])]"
70,"[array([    0. , 28608. ,     0. , 10393. ,  9943. ,     0. , 10348. ,
           0. , 15360. ,  9622. ,  9308. , 10314. ,     0. ,  8802. ,
        8720. ,     0. ,  8987. , 15488.5,     0. , 10796. ,  8687. ,
           0. ,  8186. ,  9595. ,     0. , 32617. ,  8955.5,     0. ,
        8823. ,  9774. ,  8515. ,     0. , 11253. , 29262. ,     0. ,
       10687.5, 10459. , 24231. ,     0. , 13799.5, 11351.5,     0. ,
       10672. ,     0. , 10997. , 10022. ])]","[array([    0. , 29199.5,     0. , 10153. ,  9728. ,     0. , 10095. ,
           0. , 14926.5, 10055.5,  9465. , 10713. ,     0. ,  9475. ,
        9552. ,     0. ,  9903. , 16571. ,     0. , 11968.5,  9913. ,
           0. ,  9068. , 10762. ,     0. , 33225. , 10075. ,     0. ,
        9526. , 10799.5,  9165. ,     0. , 12186.5, 29251. ,     0. ,
       11124. , 10974. , 24503. ,     0. , 13631. , 11376. ,     0. ,
       10570. ,     0. , 10990. , 10095. ])]","[array([    0. , 30962. ,     0. ,  9130. ,  8800. ,     0. ,  8970. ,
           0. , 12982.5,  8437. ,  8451. ,  9063. ,     0. ,  8389. ,
        8387. ,     0. ,  8636.5, 14735.5,     0. ,  9547. ,  8377. ,
           0. ,  8086. ,  8909. ,     0. , 34627. ,  8589. ,     0. ,
        8457. ,  8929. ,  8112. ,     0. ,  9806. , 29732.5,     0. ,
        9203. ,  9178. , 25322. ,     0. , 11921.5,  9828. ,     0. ,
        9143. ,     0. ,  9317. ,  8773. ])]"
71,"[array([28947.,     0., 10516.,  9867., 10265., 14462.,  8627.,  9380.,
       10131.,  8734.,  8613.,  9003., 13531., 11184.,     0.,  8144.,
        9473., 32501.,  8682.,  8649.,  9609.,  8403., 11139., 29319.,
       10642., 10256., 24119.,     0., 15941., 11539.,     0., 10906.,
           0., 11171.,  9993.])]","[array([29539.,     0., 10213.,  9644., 10020., 14076.,  9183.,  9470.,
       10572.,  9453.,  9458.,  9948., 14715., 12479.,     0.,  9035.,
       10702., 33118.,  9810.,  9384., 10675.,  9057., 12163., 29312.,
       11190., 10845., 24382.,     0., 15817., 11506.,     0., 10782.,
           0., 11142., 10073.])]","[array([31307.,     0.,  9187.,  8752.,  8900., 11785.,  7266.,  8446.,
        8926.,  8366.,  8283.,  8656., 12405.,  9792.,     0.,  8061.,
        8876., 34512.,  8467.,  8428.,  8833.,  8052.,  9743., 29784.,
        9166.,  9053., 25174.,     0., 14337.,  9944.,     0.,  9242.,
           0.,  9435.,  8754.])]"
72,"[array([    0., 23003.,     0., 10831., 10747.,     0., 10792.,     0.,
       14981., 11633.,     0., 10029., 12875.,     0., 10211.,  9572.,
           0.,  9465., 11276.,     0., 10417., 12187.,     0.,  8599.,
       10552.,     0., 32718.,  9418.,     0.,  9137., 11455.,     0.,
        9095.,     0., 11815., 21566.,     0., 10592., 10045., 26552.,
           0., 12435., 12369.,     0., 10390.,     0., 11413., 10255.])]","[array([    0., 23315.,     0., 10691., 10495.,     0., 10573.,     0.,
       14961., 11567.,     0.,  9968., 13275.,     0., 10452.,  9967.,
           0., 10106., 11989.,     0., 11274., 12831.,     0.,  9413.,
       11364.,     0., 33349., 10234.,     0.,  9844., 12430.,     0.,
        9616.,     0., 12311., 21754.,     0., 10774., 10492., 26893.,
           0., 12361., 12505.,     0., 10371.,     0., 11460., 10506.])]","[array([    0., 24509.,     0.,  9469.,  9314.,     0.,  9478.,     0.,
       12453.,  9735.,     0.,  8919., 10856.,     0.,  9084.,  8893.,
           0.,  8828.,  9872.,     0.,  9469., 10700.,     0.,  8341.,
        9431.,     0., 34520.,  8836.,     0.,  8666., 10106.,     0.,
        8443.,     0., 10322., 21502.,     0.,  9337.,  9113., 28073.,
           0., 10776., 10734.,     0.,  9265.,     0.,  9755.,  9088.])]"
73,"[array([    0. , 25823.5,     0. , 10550. , 10364. ,     0. , 10409. ,
           0. , 14677.5, 13480.5,     0. ,  9836. , 10885. ,     0. ,
        9474.5,  9229. ,     0. ,  9162. , 17820. ,     0. , 10058.5,
       10091.5,     0. ,  8387. , 10025. ,     0. , 31463.5,  9201. ,
           0. ,  9038. , 10426. ,     0. ,  8919. ,     0. , 11140. ,
       26007. ,     0. , 10353. , 10140. , 23414. ,     0. , 11851.5,
       11419. ,     0. , 10671. ,     0. , 10779. , 10366. ])]","[array([    0. , 26317. ,     0. , 10405. , 10137. ,     0. , 10202. ,
           0. , 14571. , 13671.5,     0. ,  9778. , 11119.5,     0. ,
        9885. ,  9797. ,     0. ,  9965. , 18630.5,     0. , 11023. ,
       11114. ,     0. ,  9267. , 11000. ,     0. , 32038.5, 10266. ,
           0. ,  9845. , 11312. ,     0. ,  9530. ,     0. , 11768.5,
       26071. ,     0. , 10631. , 10584. , 23686. ,     0. , 11732. ,
       11604. ,     0. , 10583. ,     0. , 10837. , 10403. ])]","[array([    0. , 27869. ,     0. ,  9302. ,  9133. ,     0. ,  9188. ,
           0. , 12222.5, 11549.5,     0. ,  8762.5,  9454. ,     0. ,
        8715. ,  8772.5,     0. ,  8666. , 17325. ,     0. ,  9185. ,
        9215. ,     0. ,  8221. ,  9116. ,     0. , 33324. ,  8737. ,
           0. ,  8592. ,  9373. ,     0. ,  8351. ,     0. ,  9801. ,
       26368. ,     0. ,  9178. ,  9116. , 24413.5,     0. , 10243. ,
       10013. ,     0. ,  9348. ,     0. ,  9248. ,  9028. ])]"
74,"[array([    0. , 26120.5,     0. , 10413. , 10015. ,     0. , 10279. ,
           0. , 15124.5, 11589.5,     0. ,  9230. , 11450.5,     0. ,
        9156. ,  8835. ,     0. ,  9042.5, 10039.5,     0. ,  9946. ,
        9897.5,     0. ,  8204. ,  9942. ,     0. , 33254.5,  9043. ,
           0. ,  8852. , 10889. ,     0. ,  8765. ,     0. , 11910.5,
       24632.5,     0. , 10507.5, 10394. , 27621.5,     0. , 16500. ,
       11425.5,     0. , 10413. ,     0. , 10963. ,  9963. ])]","[array([    0. , 26592. ,     0. , 10307. ,  9857. ,     0. , 10078. ,
           0. , 15055. , 11647. ,     0. ,  9452. , 11983. ,     0. ,
        9774. ,  9672. ,     0. ,  9911. , 11224. ,     0. , 11083. ,
       11018. ,     0. ,  9075. , 11051. ,     0. , 33859. , 10159. ,
           0. ,  9613. , 11878. ,     0. ,  9453. ,     0. , 12632. ,
       24712. ,     0. , 10705. , 10709. , 27981. ,     0. , 16295.5,
       11481. ,     0. , 10304. ,     0. , 11001. , 10182. ])]","[array([    0. , 28192. ,     0. ,  9244. ,  8951. ,     0. ,  9074. ,
           0. , 12778. ,  9769. ,     0. ,  8508. , 10008. ,     0. ,
        8674. ,  8720. ,     0. ,  8654. ,  9182. ,     0. ,  9228. ,
        9176.5,     0. ,  8110. ,  9097.5,     0. , 35187.5,  8670. ,
           0. ,  8508. ,  9720. ,     0. ,  8292. ,     0. , 10363. ,
       24780. ,     0. ,  9256. ,  9264. , 29227. ,     0. , 14949. ,
        9983. ,     0. ,  9168. ,     0. ,  9373. ,  8856. ])]"
75,"[array([15202., 23880., 10063., 10642., 10514.,  9565., 10673., 11566.,
       14340., 12312.,     0.,  9843., 10976.,  8461.,  9851.,  9399.,
           0.,  9298., 25870.,  9071., 10028., 11518.,     0.,  8507.,
       10117., 26287., 31310.,  9114.,     0.,  9080., 10842.,     0.,
        8936.,  9142., 10822., 22480.,  8526., 10407., 10119., 22838.,
       10097., 11151., 11674., 10004., 10654.,  9504., 10900., 10359.])]","[array([14854., 24263., 10066., 10485., 10308.,  9791., 10459., 11716.,
       14331., 12392.,     0.,  9815., 11168.,  8990., 10189.,  9896.,
           0., 10062., 26322., 10098., 10981., 12327.,     0.,  9372.,
       11079., 26811., 31904., 10141.,     0.,  9863., 11798.,     0.,
        9547.,  9710., 11344., 22647.,  8837., 10576., 10543., 23103.,
       10467., 11102., 11810., 10251., 10643., 10144., 10986., 10489.])]","[array([15032., 25631.,  8961.,  9335.,  9181.,  8416.,  9358.,  9831.,
       11896., 10272.,     0.,  8784.,  9481.,  7968.,  8896.,  8800.,
           0.,  8735., 26231.,  8613.,  9187., 10187.,     0.,  8299.,
        9170., 27537., 33100.,  8688.,     0.,  8623.,  9641.,     0.,
        8363.,  8389.,  9614., 22600.,  7883.,  9228.,  9139., 23785.,
        9108.,  9762., 10227.,  9035.,  9421.,  8533.,  9385.,  9098.])]"
76,"[array([    0. , 27466. ,     0. , 10352. ,  9956. ,     0. , 10296. ,
           0. , 15468. , 11908. ,     0. ,  9347. , 10894. ,     0. ,
        8947. ,  8816. ,     0. ,  9027. , 12189.5,     0. , 10099. ,
        9579. ,     0. ,  8188. ,  9808. ,     0. , 33228. ,  9078. ,
           0. ,  8881. , 10266. ,     0. ,  8528. ,     0. , 11548.5,
       27159. ,     0. , 10587. , 10327. , 25793.5,     0. , 16651. ,
       11155. ,     0. , 10467. ,     0. , 10630. , 10085. ])]","[array([    0. , 28010.5,     0. , 10183. ,  9774. ,     0. , 10052. ,
           0. , 15219. , 12040. ,     0. ,  9456. , 11333. ,     0. ,
        9532. ,  9636. ,     0. ,  9909. , 13415.5,     0. , 11251. ,
       10780. ,     0. ,  9071.5, 10940.5,     0. , 33806. , 10206. ,
           0. ,  9642. , 11283. ,     0. ,  9126. ,     0. , 12390. ,
       27198. ,     0. , 10862.5, 10754. , 26108. ,     0. , 16476.5,
       11198.5,     0. , 10343. ,     0. , 10706.5, 10158. ])]","[array([    0. , 29737.5,     0. ,  9194. ,  8911. ,     0. ,  9007. ,
           0. , 13229. , 10029. ,     0. ,  8521.5,  9548.5,     0. ,
        8455. ,  8628. ,     0. ,  8627. , 10743. ,     0. ,  9265. ,
        9010. ,     0. ,  8091. ,  9017. ,     0. , 35206. ,  8679. ,
           0. ,  8509. ,  9312. ,     0. ,  8151. ,     0. , 10073. ,
       27546.5,     0. ,  9240. ,  9170. , 27141. ,     0. , 15214. ,
        9760. ,     0. ,  9132. ,     0. ,  9122. ,  8883. ])]"
77,"[array([31650. , 11089. , 11367. ,  8649. ,  8516.5,  8936. , 15811. ,
        7996. , 31770.5,  8812. ,  8818. , 23931. , 13571. , 10905. ,
       10841. ,  9425. ])]","[array([32265. , 10750. , 12017. ,  9643. ,  9579. ,  9994. , 16491. ,
        8862. , 32575.5,  9753. ,  9572. , 24637. , 12329.5, 10620. ,
       10778. , 10024. ])]","[array([34248. ,  9570. ,  9907.5,  8518. ,  8530. ,  8826. , 14335. ,
        7966. , 33800. ,  8440. ,  8270. , 24622. , 10595. ,  9497. ,
        9609. ,  8609. ])]"
78,"[array([32261. , 10996. , 10623.5,  8767. ,  8435. ,  8889. , 13537. ,
        7969. , 34649. ,  8685. ,  8700. , 21808. , 12677. , 11108. ,
       10348.5, 10251. ])]","[array([32902. , 10641.5, 11151. ,  9642. ,  9599. ,  9988. , 14462. ,
        8856. , 35382. ,  9593. ,  9520. , 22584. , 12372. , 10800. ,
       10420. , 10551. ])]","[array([34911. ,  9488. ,  9220. ,  8518. ,  8510. ,  8929. , 11911.5,
        7959. , 36593. ,  8381. ,  8239. , 22203. , 10380. ,  9640. ,
        9261. ,  9119. ])]"
79,"[array([28665., 10750., 11098.,  9317.,  8905.,  8989., 11391.,  8118.,
           0., 35712.,  8475.,  8535., 15803., 10792., 12006.,     0.,
       10459., 10244.,     0.])]","[array([29202., 10546., 11250.,  9681.,  9753.,  9992., 12587.,  9042.,
           0., 36377.,  9327.,  9318., 16847., 11375., 11745.,     0.,
       10451., 10305.,     0.])]","[array([30909.,  9285.,  9296.,  8617.,  8605.,  8862., 10077.,  8065.,
           0., 37676.,  8347.,  8159., 14934.,  9367., 10211.,     0.,
        9145.,  8948.,     0.])]"
